"No.","Time","Source","source port","Destination","dest_port","Protocol","Length","HID Data","Info"
"1039","80.275576","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1041","80.298555","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1043","80.512576","1.2.2","0x00000002","host","0xffffffff","USB","35","0000130000000000","URB_INTERRUPT in"
"1045","80.610903","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1047","80.770865","1.2.2","0x00000002","host","0xffffffff","USB","35","00000f0000000000","URB_INTERRUPT in"
"1049","80.874552","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1051","80.971579","1.2.2","0x00000002","host","0xffffffff","USB","35","0000040000000000","URB_INTERRUPT in"
"1053","81.087569","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1055","81.284885","1.2.2","0x00000002","host","0xffffffff","USB","35","0000060000000000","URB_INTERRUPT in"
"1057","81.388813","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1059","81.854597","1.2.2","0x00000002","host","0xffffffff","USB","35","0000080000000000","URB_INTERRUPT in"
"1061","81.966552","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1063","82.444807","1.2.2","0x00000002","host","0xffffffff","USB","35","00002e0000000000","URB_INTERRUPT in"
"1065","82.567553","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1067","82.670577","1.2.2","0x00000002","host","0xffffffff","USB","35","0000200000000000","URB_INTERRUPT in"
"1069","82.774587","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1071","83.300596","1.2.2","0x00000002","host","0xffffffff","USB","35","00002a0000000000","URB_INTERRUPT in"
"1073","83.396702","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1075","83.519574","1.2.2","0x00000002","host","0xffffffff","USB","35","00002a0000000000","URB_INTERRUPT in"
"1077","83.595524","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1079","83.728880","1.2.2","0x00000002","host","0xffffffff","USB","35","00002d0000000000","URB_INTERRUPT in"
"1081","83.824984","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1083","83.900613","1.2.2","0x00000002","host","0xffffffff","USB","35","0000200000000000","URB_INTERRUPT in"
"1085","84.003857","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1087","84.515570","1.2.2","0x00000002","host","0xffffffff","USB","35","00002a0000000000","URB_INTERRUPT in"
"1089","84.640571","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1091","84.771569","1.2.2","0x00000002","host","0xffffffff","USB","35","00002a0000000000","URB_INTERRUPT in"
"1093","84.872542","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1095","84.976525","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1097","85.083542","1.2.2","0x00000002","host","0xffffffff","USB","35","02002d0000000000","URB_INTERRUPT in"
"1099","85.188544","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1101","85.195576","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1103","85.304571","1.2.2","0x00000002","host","0xffffffff","USB","35","0000200000000000","URB_INTERRUPT in"
"1105","85.360570","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1107","87.344525","1.2.2","0x00000002","host","0xffffffff","USB","35","00002a0000000000","URB_INTERRUPT in"
"1109","87.451521","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1111","87.588562","1.2.2","0x00000002","host","0xffffffff","USB","35","00002a0000000000","URB_INTERRUPT in"
"1113","87.735534","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1115","88.048605","1.2.2","0x00000002","host","0xffffffff","USB","35","00002a0000000000","URB_INTERRUPT in"
"1117","88.189564","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1119","88.237012","1.2.2","0x00000002","host","0xffffffff","USB","35","0000200000000000","URB_INTERRUPT in"
"1121","88.331550","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1123","89.556535","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1125","89.820536","1.2.2","0x00000002","host","0xffffffff","USB","35","02002d0000000000","URB_INTERRUPT in"
"1127","89.940532","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1129","90.052540","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1131","90.417817","1.2.2","0x00000002","host","0xffffffff","USB","35","0000090000000000","URB_INTERRUPT in"
"1133","90.497514","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1135","90.812556","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1137","91.472562","1.2.2","0x00000002","host","0xffffffff","USB","35","0200040000000000","URB_INTERRUPT in"
"1139","91.640859","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1141","91.664860","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1143","91.952528","1.2.2","0x00000002","host","0xffffffff","USB","35","0000150000000000","URB_INTERRUPT in"
"1145","92.056510","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1147","93.032506","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1149","93.229522","1.2.2","0x00000002","host","0xffffffff","USB","35","02002d0000000000","URB_INTERRUPT in"
"1151","93.384573","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1153","93.816520","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1155","94.020553","1.2.2","0x00000002","host","0xffffffff","USB","35","0000090000000000","URB_INTERRUPT in"
"1157","94.146583","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1159","94.302865","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1161","94.470549","1.2.2","0x00000002","host","0xffffffff","USB","35","0200040000000000","URB_INTERRUPT in"
"1163","94.635566","1.2.2","0x00000002","host","0xffffffff","USB","35","0000040000000000","URB_INTERRUPT in"
"1165","94.645522","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1167","95.533524","1.2.2","0x00000002","host","0xffffffff","USB","35","0000150000000000","URB_INTERRUPT in"
"1169","95.620643","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1171","96.772561","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1173","96.976523","1.2.2","0x00000002","host","0xffffffff","USB","35","02002d0000000000","URB_INTERRUPT in"
"1175","97.084542","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1177","97.116538","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1179","97.394541","1.2.2","0x00000002","host","0xffffffff","USB","35","0000040000000000","URB_INTERRUPT in"
"1181","97.516514","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1183","97.608854","1.2.2","0x00000002","host","0xffffffff","USB","35","00001a0000000000","URB_INTERRUPT in"
"1185","97.773501","1.2.2","0x00000002","host","0xffffffff","USB","35","00001a0400000000","URB_INTERRUPT in"
"1187","97.804491","1.2.2","0x00000002","host","0xffffffff","USB","35","0000040000000000","URB_INTERRUPT in"
"1189","97.862774","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1191","98.104488","1.2.2","0x00000002","host","0xffffffff","USB","35","00001c0000000000","URB_INTERRUPT in"
"1193","98.172488","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1195","98.460797","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1197","98.572499","1.2.2","0x00000002","host","0xffffffff","USB","35","02002d0000000000","URB_INTERRUPT in"
"1199","98.688544","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1201","98.728508","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1203","100.011847","1.2.2","0x00000002","host","0xffffffff","USB","35","0000090000000000","URB_INTERRUPT in"
"1205","100.107488","1.2.2","0x00000002","host","0xffffffff","USB","35","0000091500000000","URB_INTERRUPT in"
"1207","100.149494","1.2.2","0x00000002","host","0xffffffff","USB","35","0000150000000000","URB_INTERRUPT in"
"1209","100.209533","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1211","100.547534","1.2.2","0x00000002","host","0xffffffff","USB","35","0000270000000000","URB_INTERRUPT in"
"1213","100.643497","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1215","101.055533","1.2.2","0x00000002","host","0xffffffff","USB","35","0000100000000000","URB_INTERRUPT in"
"1217","101.157725","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1219","101.663530","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1221","101.879849","1.2.2","0x00000002","host","0xffffffff","USB","35","02002d0000000000","URB_INTERRUPT in"
"1223","101.968497","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1225","102.060528","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1227","102.515848","1.2.2","0x00000002","host","0xffffffff","USB","35","0000080000000000","URB_INTERRUPT in"
"1229","102.608581","1.2.2","0x00000002","host","0xffffffff","USB","35","0000080400000000","URB_INTERRUPT in"
"1231","102.691828","1.2.2","0x00000002","host","0xffffffff","USB","35","0000040000000000","URB_INTERRUPT in"
"1233","102.789941","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1235","102.852530","1.2.2","0x00000002","host","0xffffffff","USB","35","0000150000000000","URB_INTERRUPT in"
"1237","102.959833","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1239","103.115808","1.2.2","0x00000002","host","0xffffffff","USB","35","0000170000000000","URB_INTERRUPT in"
"1241","103.204504","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1243","103.376812","1.2.2","0x00000002","host","0xffffffff","USB","35","00000b0000000000","URB_INTERRUPT in"
"1245","103.441527","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1247","103.771504","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1249","104.531839","1.2.2","0x00000002","host","0xffffffff","USB","35","0200300000000000","URB_INTERRUPT in"
"1251","104.604517","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1253","104.760725","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1255","105.517493","1.2.2","0x00000002","host","0xffffffff","USB","35","0000280000000000","URB_INTERRUPT in"
"1257","105.646483","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
